student_id,first_name,last_name,age,email,country,grade_math,grade_science,grade_english,Final_score
136,janis,hindrich,18,jhindrich3r@domainmarket.com,finland,37,86,53,58
137,cherish,speeding,21,cspeeding3s@bloomberg.com,brazil,61,3,35,33
138,bertie,fishe,25,bfishe3t@devhub.com,colombia,67,94,70,77
139,lorenza,herculson,19,lherculson3u@shareasale.com,south africa,60,67,79,68
140,garland,dearell,25,gdearell3v@live.com,portugal,17,78,69,54
141,stavro,waltering,24,swaltering3w@so-net.ne.jp,united states,15,78,70,54
142,stephie,simm,19,ssimm3x@51.la,sweden,17,49,27,31
143,silva,o'kenny,25,sokenny3y@wp.com,indonesia,3,73,20,32
144,sherlocke,fairfull,20,sfairfull3z@clickbank.net,canada,18,35,100,51
145,norene,gosnall,25,ngosnall40@trellian.com,luxembourg,7,30,94,43
146,bendite,dimnage,20,bdimnage41@imdb.com,russia,65,28,36,43
147,mike,arson,20,marson42@nhs.uk,brazil,40,2,91,44
148,alida,ducker,19,aducker43@nydailynews.com,russia,49,41,36,42
149,claudie,rushbrooke,24,crushbrooke44@msu.edu,china,50,5,99,51
150,arabel,meekings,23,ameekings45@soup.io,ukraine,19,84,55,52
151,michelle,tallant,20,mtallant46@cpanel.net,philippines,99,96,77,90
152,shep,grealy,21,sgrealy47@deliciousdays.com,china,94,26,68,62
153,harriott,macgillivrie,24,hmacgillivrie48@hao123.com,russia,66,1,80,49
154,winonah,heal,20,wheal49@chron.com,mexico,61,14,98,57
155,gray,woolveridge,25,gwoolveridge4a@newsvine.com,philippines,78,94,34,68
156,jobie,de guerre,22,jdeguerre4b@github.com,china,26,1,9,12
157,augustine,roberds,22,aroberds4c@archive.org,poland,20,95,77,64
158,daile,stork,21,dstork4d@goo.gl,peru,94,32,85,70
159,guillermo,laurance,21,glaurance4e@ovh.net,albania,13,5,48,22
160,ceciley,egle,19,cegle4f@slate.com,peru,5,88,47,46
161,anselm,pakeman,18,apakeman4g@mail.ru,china,6,40,56,34
162,kennett,shovell,23,kshovell4h@phpbb.com,indonesia,31,54,83,56
163,kermie,mabon,24,kmabon4i@unblog.fr,china,50,43,93,62
164,sebastien,gaylord,23,sgaylord4j@squarespace.com,reunion,78,41,10,43
165,laird,lumby,25,llumby4k@sfgate.com,guatemala,91,33,83,69
166,giustina,tagg,23,gtagg4l@sina.com.cn,portugal,34,13,38,28
167,horatius,oscroft,25,hoscroft4m@ycombinator.com,china,88,89,14,63
168,belvia,baraja,25,bbaraja4n@unblog.fr,indonesia,54,56,0,36
169,poul,farraway,21,pfarraway4o@sciencedaily.com,czech republic,83,41,76,66
170,montgomery,whisby,25,mwhisby4p@ifeng.com,brazil,73,41,65,59
171,woody,croker,24,wcroker4q@rakuten.co.jp,argentina,19,2,90,37
172,cassie,dawber,23,cdawber4r@timesonline.co.uk,poland,8,43,47,32
173,claresta,casterton,24,ccasterton4s@sciencedirect.com,panama,30,48,40,39
174,velvet,barlass,19,vbarlass4t@marriott.com,china,24,25,20,23
175,moyra,foulkes,24,mfoulkes4u@wunderground.com,iraq,55,45,14,38
176,roxi,milham,23,rmilham4v@ox.ac.uk,portugal,68,28,20,38
177,nady,oats,18,noats4w@wired.com,poland,15,30,81,42
178,carline,timbrell,25,ctimbrell4x@parallels.com,indonesia,77,69,96,80
179,burke,aire,21,baire4y@businessweek.com,brazil,31,31,14,25
180,fanchon,leonarde,24,fleonarde4z@123-reg.co.uk,china,56,75,24,51
181,spense,offer,25,soffer50@army.mil,indonesia,89,35,33,52
182,vaclav,danat,19,vdanat51@senate.gov,sri lanka,44,64,79,62
183,terence,rooson,20,trooson52@businessinsider.com,vietnam,86,91,99,92
184,gayel,bilney,21,gbilney53@foxnews.com,united states,6,35,16,19
185,amandie,pittson,19,apittson54@zdnet.com,peru,41,87,14,47
186,sher,copestake,20,scopestake55@live.com,nigeria,30,22,7,19
187,loreen,flux,20,lflux56@marketwatch.com,china,82,75,72,76
188,harwilll,matticci,19,hmatticci57@parallels.com,japan,98,87,26,70
189,berthe,rasell,22,brasell58@tinyurl.com,china,65,44,66,58
190,lauritz,proby,21,lproby59@google.ru,togo,5,51,24,26
191,isidro,sprigg,19,isprigg5a@tripod.com,france,39,51,41,43
192,normie,petegree,21,npetegree5b@engadget.com,brazil,82,37,14,44
193,poppy,cornell,23,pcornell5c@foxnews.com,israel,23,54,75,50
194,mendel,stolz,24,mstolz5d@smh.com.au,south africa,37,39,36,37
195,abbe,craig,21,acraig5e@goo.gl,croatia,27,52,96,58
196,foster,dunrige,18,fdunrige5f@telegraph.co.uk,belarus,35,28,21,28
197,fredericka,quarles,19,fquarles5g@dmoz.org,poland,2,88,70,53
198,tanya,guyer,18,tguyer5h@oakley.com,poland,45,24,45,38
199,amata,funnell,21,afunnell5i@posterous.com,indonesia,82,2,80,54
200,hillery,nowlan,23,hnowlan5j@altervista.org,argentina,22,83,60,55
201,dannel,sallery,18,dsallery5k@wordpress.org,indonesia,17,2,21,13
202,tarrah,jerzycowski,23,tjerzycowski5l@nydailynews.com,chad,66,26,61,51
203,quinn,mellon,25,qmellon5m@issuu.com,china,56,4,8,22
204,conny,ducker,19,cducker5n@state.tx.us,ireland,95,21,29,48
205,yovonnda,gillebride,18,ygillebride5o@microsoft.com,china,62,51,97,70
206,ina,liles,23,ililes5p@1und1.de,swaziland,17,21,75,37
207,brandon,arden,25,barden5q@berkeley.edu,iran,24,94,96,71
208,guthry,twinterman,25,gtwinterman5r@gravatar.com,niger,74,6,44,41
209,alaric,wasling,25,awasling5s@diigo.com,portugal,34,31,17,27
210,gerardo,laugherane,23,glaugherane5t@moonfruit.com,brazil,8,14,44,22
211,editha,abercrombie,25,eabercrombie5u@woothemes.com,indonesia,73,34,7,38
212,jerrie,queyeiro,19,jqueyeiro5v@aol.com,indonesia,23,70,19,37
213,toiboid,menary,20,tmenary5w@paginegialle.it,russia,50,91,69,70
214,therese,aloshechkin,19,taloshechkin5x@myspace.com,ukraine,6,92,61,53
215,sanson,bilbrooke,22,sbilbrooke5y@icq.com,china,73,33,52,52
216,isobel,shadrack,20,ishadrack5z@google.co.uk,brazil,72,15,21,36
217,cassandry,lauridsen,19,clauridsen60@i2i.jp,indonesia,17,12,66,31
218,ed,doree,24,edoree61@theatlantic.com,poland,29,23,20,24
219,farrah,fryman,23,ffryman62@utexas.edu,canada,47,73,82,67
220,mattie,kitney,24,mkitney63@examiner.com,china,51,84,64,66
221,joete,ousbie,19,jousbie64@hubpages.com,poland,41,32,29,34
222,tobe,baxstair,20,tbaxstair65@cnbc.com,china,98,61,46,68
223,winthrop,simukov,20,wsimukov66@soundcloud.com,russia,47,38,100,61
224,dulsea,blay,22,dblay67@noaa.gov,poland,17,6,6,9
225,nickie,smyth,22,nsmyth68@mapy.cz,china,93,56,78,75
226,broddy,udell,21,budell69@google.ru,china,47,48,93,62
227,kelsy,davidavidovics,18,kdavidavidovics6a@google.pl,indonesia,65,52,72,63
228,harris,foggarty,22,hfoggarty6b@infoseek.co.jp,russia,65,10,10,28
229,benedikt,hateley,21,bhateley6c@guardian.co.uk,sweden,56,38,94,62
230,antons,mccleod,19,amccleod6d@utexas.edu,china,80,32,85,65
231,bernetta,sexti,20,bsexti6e@domainmarket.com,france,20,31,66,39
232,gaylord,crumley,25,gcrumley6f@upenn.edu,peru,99,88,84,90
233,vassily,levee,24,vlevee6g@weebly.com,sweden,25,24,9,19
234,kristina,twells,21,ktwells6h@google.com.hk,argentina,60,74,60,64
235,heda,johnsee,19,hjohnsee6i@state.gov,china,54,48,22,41
236,mikel,tearny,24,mtearny6j@auda.org.au,russia,65,33,31,43
237,hermia,scimoni,18,hscimoni6k@imageshack.us,china,51,13,86,50
238,auberon,rogeron,20,arogeron6l@apple.com,china,24,88,61,57
239,wolf,maffulli,21,wmaffulli6m@51.la,portugal,32,92,10,44
240,kendricks,aldwich,24,kaldwich6n@moonfruit.com,czech republic,57,13,37,35
241,vicki,davidovics,19,vdavidovics6o@amazon.com,china,32,57,92,60
242,chilton,caff,20,ccaff6p@parallels.com,brazil,9,1,47,19
243,addy,bolam,20,abolam6q@cyberchimps.com,china,8,20,53,27
244,allegra,doeg,23,adoeg6r@cyberchimps.com,luxembourg,42,83,8,44
245,sigismund,showte,25,sshowte6s@about.me,sweden,10,78,68,52
246,lancelot,northedge,18,lnorthedge6t@nymag.com,china,73,88,61,74
247,angelia,probin,21,aprobin6u@virginia.edu,mauritius,34,10,91,45
248,lamont,pettegre,18,lpettegre6v@comcast.net,philippines,59,86,98,81
249,gerrie,mcinteer,21,gmcinteer6w@springer.com,brazil,68,32,5,35
250,carmita,ewestace,22,cewestace6x@etsy.com,south korea,30,60,68,52
251,arv,sallier,24,asallier6y@cargocollective.com,philippines,8,97,30,45
252,gwenneth,poytress,24,gpoytress6z@sourceforge.net,czech republic,90,54,99,81
253,tammie,ferroni,22,tferroni70@miibeian.gov.cn,sweden,60,23,29,37
254,blake,minci,22,bminci71@senate.gov,china,64,95,71,76
255,oralia,hankinson,19,ohankinson72@example.com,indonesia,91,24,62,59
256,caryl,cannon,19,ccannon73@skyrock.com,portugal,2,34,71,35
257,freddy,pilfold,20,fpilfold74@auda.org.au,cuba,56,69,71,65
258,brock,farenden,19,bfarenden75@istockphoto.com,china,83,70,95,82
259,yardley,highwood,23,yhighwood76@statcounter.com,finland,3,79,46,42
260,phylis,cranstone,20,pcranstone77@cdc.gov,russia,81,41,25,49
261,merola,jeary,18,mjeary78@google.com,indonesia,94,13,5,37
262,jude,van der hoeven,23,jvanderhoeven79@google.co.jp,indonesia,78,27,88,64
263,hurley,frantsev,22,hfrantsev7a@networkadvertising.org,philippines,31,70,53,51
264,marris,driver,23,mdriver7b@free.fr,brazil,1,68,62,43
265,cari,gladman,21,cgladman7c@bigcartel.com,portugal,77,94,61,77
266,amalee,sancraft,20,asancraft7d@last.fm,azerbaijan,44,49,85,59
267,aprilette,tejero,23,atejero7e@e-recht24.de,china,17,27,1,15
268,winonah,simao,21,wsimao7f@nhs.uk,china,21,52,26,33
269,justinian,hearons,20,jhearons7g@etsy.com,china,93,23,75,63
270,stacee,standell,20,sstandell7h@xrea.com,indonesia,16,85,84,61
271,chet,worlock,25,cworlock7i@japanpost.jp,indonesia,18,65,62,48
272,karlan,layborn,23,klayborn7j@deviantart.com,afghanistan,37,98,18,51
273,roselle,filipson,21,rfilipson7k@rambler.ru,philippines,67,41,55,54
274,konrad,powderham,21,kpowderham7l@themeforest.net,estonia,70,25,85,60
275,angy,lashbrook,20,alashbrook7m@google.fr,united states,35,69,66,56
276,jerad,peatt,22,jpeatt7n@census.gov,philippines,82,18,51,50
277,hally,loveman,18,hloveman7o@arizona.edu,taiwan,32,71,52,51
278,mickey,bryceson,21,mbryceson7p@unc.edu,peru,57,21,51,43
279,arthur,don,22,adon7q@tripadvisor.com,china,38,33,87,52
280,dix,zink,18,dzink7r@japanpost.jp,somalia,35,18,26,26
281,pearline,studdert,24,pstuddert7s@g.co,russia,53,43,33,43
282,horacio,trayes,20,htrayes7t@zdnet.com,united states,26,34,6,22
283,waneta,ickov,20,wickov7u@fema.gov,philippines,0,40,18,19
284,margaretta,lissemore,22,mlissemore7v@youtube.com,china,9,96,89,64
285,stanislaus,bennison,19,sbennison7w@ocn.ne.jp,philippines,96,71,12,59
286,lil,crips,21,lcrips7x@vistaprint.com,colombia,18,3,64,28
287,andreana,beale,23,abeale7y@free.fr,indonesia,72,5,35,37
288,grata,garnett,23,ggarnett7z@about.me,argentina,16,49,48,37
289,josephina,grayshan,20,jgrayshan80@home.pl,philippines,69,92,11,57
290,casar,chantillon,20,cchantillon81@privacy.gov.au,sweden,84,47,34,55
291,lucilia,le-good,23,llegood82@hao123.com,albania,0,3,95,32
292,ardine,benoit,22,abenoit83@wikia.com,colombia,59,45,86,63
293,marylou,antosik,21,mantosik84@admin.ch,ukraine,61,25,18,34
294,bron,simmank,24,bsimmank85@state.gov,ukraine,38,37,98,57
295,timotheus,florio,21,tflorio86@google.com.au,brazil,53,8,27,29
296,ty,merrall,19,tmerrall87@ucoz.com,france,36,86,46,56
297,jobi,philpot,19,jphilpot88@opera.com,croatia,60,39,4,34
298,giulio,endon,20,gendon89@posterous.com,poland,31,24,44,33
299,alma,collopy,24,acollopy8a@smh.com.au,indonesia,7,69,67,47
300,doroteya,jantet,19,djantet8b@answers.com,israel,79,1,100,60
301,benyamin,troup,24,btroup8c@disqus.com,france,27,46,80,51
302,babara,beldon,18,bbeldon8d@elegantthemes.com,united states,38,13,38,29
303,moyra,wagen,23,mwagen8e@plala.or.jp,portugal,64,14,45,41
304,gleda,scorton,24,gscorton8f@reuters.com,spain,98,14,88,66
305,fritz,tupp,24,ftupp8g@etsy.com,france,82,25,97,68
306,camila,scotter,24,cscotter8h@sitemeter.com,japan,94,90,6,63
307,ciel,fippe,22,cfippe8i@nasa.gov,indonesia,84,24,5,37
308,jeramie,parriss,25,jparriss8j@exblog.jp,china,49,4,50,34
309,giuditta,havik,22,ghavik8k@google.com.au,albania,34,54,83,57
310,kylen,dean,24,kdean8l@businessweek.com,japan,15,57,2,24
311,benoit,calderonello,25,bcalderonello8m@discuz.net,china,89,33,21,47
312,samara,hemphall,19,shemphall8n@epa.gov,philippines,58,0,61,39
313,engelbert,turney,19,eturney8o@ted.com,mexico,51,86,84,73
314,donaugh,anstice,23,danstice8p@hhs.gov,china,54,19,58,43
315,cole,deverick,18,cdeverick8q@washingtonpost.com,dominican republic,37,38,42,39
316,peria,stoves,22,pstoves8r@unicef.org,costa rica,32,72,33,45
317,meryl,klugel,20,mklugel8s@ebay.co.uk,china,82,1,19,34
318,dewain,siehard,22,dsiehard8t@irs.gov,china,10,89,16,38
319,marianne,mulbry,19,mmulbry8u@exblog.jp,chile,37,42,43,40
320,babbie,laydel,22,blaydel8v@utexas.edu,poland,87,35,22,48
321,desiree,hamlett,22,dhamlett8w@chron.com,ethiopia,21,74,85,60
322,annadiane,antonov,18,aantonov8x@globo.com,indonesia,26,17,46,29
323,stanford,greader,23,sgreader8y@skype.com,china,36,87,25,49
324,jerrie,rackstraw,23,jrackstraw8z@bluehost.com,brazil,70,61,63,64
325,byrom,verheijden,21,bverheijden90@bandcamp.com,poland,40,28,48,38
326,nikolai,headingham,21,nheadingham91@imdb.com,poland,14,67,30,37
327,minerva,mckenney,22,mmckenney92@example.com,sweden,11,62,31,34
328,isabelle,johnsson,25,ijohnsson93@typepad.com,russia,8,7,57,24
329,braden,newcomen,24,bnewcomen94@soundcloud.com,brazil,60,72,35,55
330,willie,kilpatrick,22,wkilpatrick95@hp.com,portugal,9,3,78,30
331,nettie,sparsholt,25,nsparsholt96@printfriendly.com,czech republic,76,87,59,74
332,olympe,hartill,22,ohartill97@vistaprint.com,portugal,71,91,87,83
333,lorrie,dace,25,ldace98@netlog.com,serbia,49,100,74,74
334,antonetta,atkins,23,aatkins99@xing.com,ukraine,67,3,82,50
335,mandel,whyte,23,mwhyte9a@blogspot.com,mauritius,11,49,69,43
336,inger,twiddell,18,itwiddell9b@tumblr.com,france,9,9,89,35
337,dede,melmar,23,dmelmar9c@yellowbook.com,mexico,98,10,78,62
338,ebenezer,isakovitch,23,eisakovitch9d@ucoz.com,colombia,34,43,15,30
339,zuzana,meek,21,zmeek9e@earthlink.net,georgia,64,91,26,60
340,kelly,roseby,20,kroseby9f@tamu.edu,peru,68,36,66,56
341,rachele,ianitti,25,rianitti9g@europa.eu,philippines,89,47,89,75
342,rodrique,madgewick,20,rmadgewick9h@woothemes.com,philippines,69,44,92,68
343,helsa,cockill,21,hcockill9i@opera.com,venezuela,98,58,6,54
344,locke,bruhnke,18,lbruhnke9j@lulu.com,peru,4,73,85,54
345,ambrose,temprell,18,atemprell9k@ezinearticles.com,poland,37,10,72,39
346,iseabal,bendall,23,ibendall9l@usgs.gov,china,22,76,5,34
347,halsey,sanham,25,hsanham9m@blogs.com,united states,96,36,4,45
348,julianne,garfit,19,jgarfit9n@bbc.co.uk,estonia,31,13,81,41
349,cecil,abberley,20,cabberley9o@e-recht24.de,portugal,22,65,42,43
350,martica,davidi,19,mdavidi9p@google.com.hk,china,82,56,99,79
351,caterina,harriott,19,charriott9q@google.de,peru,23,91,35,49
352,shana,winsbury,22,swinsbury9r@nps.gov,china,82,7,58,49
353,saunderson,mcness,19,smcness9s@cpanel.net,ukraine,99,53,57,69
354,nickolai,thurber,19,nthurber9t@amazon.co.jp,philippines,32,27,58,39
355,patsy,saich,22,psaich9u@zimbio.com,russia,74,68,31,57
356,jasun,lascell,25,jlascell9v@geocities.jp,spain,5,80,49,44
357,lilia,wilne,22,lwilne9w@com.com,bangladesh,13,48,81,47
358,jilly,caddock,18,jcaddock9x@sohu.com,thailand,99,23,15,45
359,manolo,benz,21,mbenz9y@skype.com,china,61,59,76,65
360,holli,schonfeld,23,hschonfeld9z@reddit.com,china,47,45,69,53
361,golda,flather,23,gflathera0@xing.com,indonesia,18,75,71,54
362,carline,bremmell,23,cbremmella1@admin.ch,france,63,32,38,44
363,bibbie,saffer,23,bsaffera2@icio.us,china,65,9,27,33
364,fredi,shailer,22,fshailera3@cdc.gov,portugal,4,2,71,25
365,nikolaos,runchman,24,nrunchmana4@mapy.cz,portugal,89,55,21,55
366,coretta,maginn,22,cmaginna5@reverbnation.com,indonesia,100,17,84,67
367,kevon,giggie,18,kgiggiea6@github.io,luxembourg,84,35,20,46
368,dorri,santus,20,dsantusa7@youtu.be,croatia,49,5,16,23
369,georgeta,aleksidze,21,galeksidzea8@people.com.cn,portugal,50,94,96,80
