student_id,first_name,last_name,age,email,country,grade_math,grade_science,grade_english,Final_score,age_scaled,grade_math_scaled,grade_science_scaled,grade_english_scaled,Final_score_scaled,country_code
85,Maure,Maybey,19,mmaybey2c@si.edu,Russia,69,96,50,71,-1.1148244703797956,0.6565056155415374,1.6315530496516315,-0.021217022210900608,1.2897638892537708,90
86,Blinnie,O'Murtagh,20,bomurtagh2d@si.edu,Portugal,62,99,6,55,-0.6752249158136304,0.4139073307508093,1.7342417971383595,-1.493691749781289,0.3369857264549189,87
87,Evie,Heenan,22,eheenan2e@nsw.gov.au,Poland,95,46,73,71,0.20397419331870006,1.5575849590499562,-0.07992607512717007,0.7484856762918024,1.2897638892537708,86
88,Bevin,Capnerhurst,19,bcapnerhurst2f@yale.edu,United States,37,47,76,53,-1.1148244703797956,-0.4525151149303625,-0.04569649263159403,0.8488816804443289,0.2178884561050624,111
89,Esme,Allsep,21,eallsep2g@nyu.edu,Czech Republic,74,90,5,56,-0.23562536124746516,0.8297901046777718,1.4261755546781754,-1.5271570844987978,0.3965343616298472,26
90,Ugo,Renbold,20,urenbold2h@nbcnews.com,Azerbaijan,22,25,68,38,-0.6752249158136304,-0.9723685823390656,-0.7987473075342667,0.5811590027042582,-0.6753410715188614,6
91,Smith,Sanpere,25,ssanpere2i@edublogs.org,Philippines,89,88,12,63,1.5227728570171957,1.349643572086475,1.3577163896870232,-1.292899741476236,0.8133748078543449,85
92,Clareta,Furze,19,cfurze2j@microsoft.com,Nigeria,37,18,43,32,-1.1148244703797956,-0.4525151149303625,-1.038354385003299,-0.2554743652334624,-1.0326328825684308,78
93,Teador,Chsteney,20,tchsteney2k@mayoclinic.com,Panama,3,51,4,19,-0.6752249158136304,-1.6308496410567561,0.09122183735071009,-1.5606224192163067,-1.8067651398424982,82
94,Harriette,McNicol,20,hmcnicol2l@histats.com,Sri Lanka,91,88,41,73,-0.6752249158136304,1.4189573677409686,1.3577163896870232,-0.3224050346684801,1.4088611596036273,99
95,Dosi,Ainley,20,dainley2m@gnu.org,Indonesia,13,10,57,26,-0.6752249158136304,-1.2842806627842875,-1.312191044967907,0.2130403208116612,-1.3899246936180003,44
96,Krystle,Macieja,20,kmacieja2n@addthis.com,China,38,81,84,67,-0.6752249158136304,-0.41785821710311566,1.118109312217991,1.1166043581843996,1.0515693485540578,19
97,Laurie,Usherwood,21,lusherwood2o@ebay.com,Russia,94,49,31,58,-0.23562536124746516,1.5229280612227094,0.02276267235955803,-0.6570583818435684,0.5156316319797036,90
98,Nettie,Vicioso,19,nvicioso2p@theguardian.com,Ukraine,36,81,53,56,-1.1148244703797956,-0.4871720127576094,1.118109312217991,0.07917898194162587,0.3965343616298472,109
99,Phil,Vanichkov,24,pvanichkov2q@dropbox.com,Indonesia,67,55,13,45,1.0831733024510304,0.5871918198870437,0.2281401673330142,-1.2594344067587273,-0.25850062529436363,44
100,Lorrayne,Vahl,22,lvahl2r@nymag.com,Republic of the Congo,84,28,57,56,0.20397419331870006,1.1763590829502406,-0.6960585600475386,0.2130403208116612,0.3965343616298472,88
101,Allison,Saldler,24,asaldler2s@ucla.edu,Portugal,44,90,68,67,1.0831733024510304,-0.20991683013963439,1.4261755546781754,0.5811590027042582,1.0515693485540578,87
102,Eolande,Skune,21,eskune2t@cbslocal.com,Greece,60,34,71,55,-0.23562536124746516,0.3445935350963156,-0.49068106507408243,0.6815550068567848,0.3369857264549189,39
103,Mozelle,GiacobbiniJacob,21,mgiacobbinijacob2u@phoca.cz,Poland,39,18,3,20,-0.23562536124746516,-0.38320131927586876,-1.038354385003299,-1.5940877539338156,-1.7472165046675698,86
104,Perkin,Corris,25,pcorris2v@archive.org,Thailand,22,68,70,53,1.5227728570171957,-0.9723685823390656,0.6731247397755026,0.6480896721392759,0.2178884561050624,106
105,Willabella,Mathews,22,wmathews2w@blogspot.com,Philippines,12,31,4,15,0.20397419331870006,-1.3189375606115343,-0.5933698125608106,-1.5606224192163067,-2.044959680542211,85
106,Esmaria,Anning,19,eanning2x@hatena.ne.jp,Portugal,45,85,47,59,-1.1148244703797956,-0.1752599323123875,1.255027642200295,-0.12161302636342709,0.5751802671546319,87
107,Irvin,Dibsdale,23,idibsdale2y@netvibes.com,Philippines,24,38,31,31,0.6435737478848653,-0.9030547866845718,-0.3537627350917783,-0.6570583818435684,-1.0921815177433591,85
108,Boniface,Storror,19,bstorror2z@xing.com,Brazil,37,40,50,42,-1.1148244703797956,-0.4525151149303625,-0.28530357010062624,-0.021217022210900608,-0.43714653081914834,12
109,Veda,Street,25,vstreet30@un.org,China,92,45,61,66,1.5227728570171957,1.4536142655682156,-0.11415565762274608,0.3469016596816965,0.9920207133791297,19
110,Harley,Rigts,24,hrigts31@soup.io,Poland,55,43,72,56,1.0831733024510304,0.17130904596008123,-0.18261482261389816,0.7150203415742936,0.3965343616298472,86
111,Bobbie,Perryn,23,bperryn32@tiny.cc,Indonesia,47,33,7,29,0.6435737478848653,-0.10594613665789376,-0.5249106475696584,-1.4602264150637803,-1.2112787880932157,44
112,Estel,McDuffie,22,emcduffie33@kickstarter.com,Portugal,16,26,42,28,0.20397419331870006,-1.180309969302547,-0.7645177250386906,-0.28893969995097124,-1.2708274232681438,87
113,Candis,Eisold,22,ceisold34@rediff.com,Russia,48,79,11,46,0.20397419331870006,-0.07128923883064689,1.049650147226839,-1.3263650761937449,-0.19895199011943535,90
114,Donn,Armfirld,20,darmfirld35@linkedin.com,Sweden,72,76,41,63,-0.6752249158136304,0.7604763090232781,0.9469613997401108,-0.3224050346684801,0.8133748078543449,101
115,Donny,Jansens,19,djansens36@who.int,Philippines,59,70,80,69,-1.1148244703797956,0.3099366372690687,0.7415839047666547,0.9827430193143643,1.1706666189039143,85
116,Midge,Okenden,24,mokenden37@slashdot.org,Kazakhstan,4,73,19,32,1.0831733024510304,-1.5961927432295093,0.8442726522533828,-1.0586423984536744,-1.0326328825684308,52
117,Lydia,Mariotte,21,lmariotte38@amazon.de,Indonesia,57,74,92,74,-0.23562536124746516,0.24062284161457498,0.8785022347489588,1.3843270359244702,1.4684097947785557,44
118,Garald,Baggiani,22,gbaggiani39@ustream.tv,Iran,20,16,1,12,0.20397419331870006,-1.0416823779935593,-1.106813549994451,-1.6610184233688332,-2.223605586066996,45
119,Iseabal,Dumphreys,24,idumphreys3a@sbwire.com,China,73,42,28,47,1.0831733024510304,0.7951332068505249,-0.21684440510947417,-0.7574543859960948,-0.1394033549445071,19
120,Binni,Jannasch,21,bjannasch3b@google.com.hk,Sweden,26,40,19,28,-0.23562536124746516,-0.8337409910300781,-0.28530357010062624,-1.0586423984536744,-1.2708274232681438,101
121,Archibold,Scowcraft,19,ascowcraft3c@yolasite.com,Philippines,17,95,71,61,-1.1148244703797956,-1.1456530714753,1.5973234671560554,0.6815550068567848,0.6942775375044884,85
122,Catharina,Ravel,20,cravel3d@soup.io,Ukraine,79,67,63,69,-0.6752249158136304,1.0030745938140062,0.6388951572799266,0.41383232911671414,1.1706666189039143,109
123,Averill,Rainton,18,arainton3e@go.com,Brazil,65,90,72,75,-1.5544240249459609,0.5178780242325499,1.4261755546781754,0.7150203415742936,1.5279584299534839,12
124,Dawn,Maddyson,21,dmaddyson3f@harvard.edu,Mali,35,70,0,35,-0.23562536124746516,-0.5218289105848563,0.7415839047666547,-1.694483758086342,-0.8539869770436461,64
125,Suzie,Hullyer,20,shullyer3g@g.co,Czech Republic,22,4,60,28,-0.6752249158136304,-0.9723685823390656,-1.5175685399413634,0.31343632496418766,-1.2708274232681438,26
126,Rey,Gammon,20,rgammon3h@discovery.com,Russia,94,2,78,58,-0.6752249158136304,1.5229280612227094,-1.5860277049325153,0.9158123498793466,0.5156316319797036,90
127,Kristian,Leinweber,20,kleinweber3i@ifeng.com,Poland,35,69,12,38,-0.6752249158136304,-0.5218289105848563,0.7073543222710786,-1.292899741476236,-0.6753410715188614,86
128,Sharity,Neachell,25,sneachell3j@nps.gov,Vietnam,16,31,25,24,1.5227728570171957,-1.180309969302547,-0.5933698125608106,-0.8578503901486213,-1.5090219639678568,114
129,Lexis,Pittson,19,lpittson3k@deviantart.com,Peru,9,7,48,21,-1.1148244703797956,-1.422908254093275,-1.4148797924546352,-0.08814769164591826,-1.6876678694926417,84
130,Friedrick,Pember,24,fpember3l@uol.com.br,Latvia,55,52,87,64,1.0831733024510304,0.17130904596008123,0.12545141984628613,1.217000362336926,0.8729234430292732,56
131,Jourdain,Whitmell,18,jwhitmell3m@java.com,Portugal,63,14,99,58,-1.5544240249459609,0.4485642285780562,-1.175272714985603,1.618584378947032,0.5156316319797036,87
132,Drusie,Baughn,21,dbaughn3n@diigo.com,Japan,8,60,42,36,-0.23562536124746516,-1.457565151920522,0.39928807981089437,-0.28893969995097124,-0.7944383418687179,50
133,Dukey,Greenrod,20,dgreenrod3o@printfriendly.com,China,64,28,97,63,-0.6752249158136304,0.48322112640530307,-0.6960585600475386,1.5516537095120144,0.8133748078543449,19
134,Risa,Stent,23,rstent3p@fc2.com,France,42,92,11,48,0.6435737478848653,-0.27923062579412816,1.4946347196693273,-1.3263650761937449,-0.07985471976957885,36
135,Kessia,Larimer,25,klarimer3q@histats.com,Portugal,86,44,20,50,1.5227728570171957,1.2456728786047344,-0.14838524011832213,-1.0251770637361655,0.03924255058027765,87
136,Janis,Hindrich,18,jhindrich3r@domainmarket.com,Finland,37,86,53,58,-1.5544240249459609,-0.4525151149303625,1.2892572246958711,0.07917898194162587,0.5156316319797036,35
137,Cherish,Speeding,21,cspeeding3s@bloomberg.com,Brazil,61,3,35,33,-0.23562536124746516,0.3792504329235625,-1.5517981224369395,-0.523197042973533,-0.9730842473935026,12
138,Bertie,Fishe,25,bfishe3t@devhub.com,Colombia,67,94,70,77,1.5227728570171957,0.5871918198870437,1.5630938846604794,0.6480896721392759,1.6470557003033404,20
139,Lorenza,Herculson,19,lherculson3u@shareasale.com,South Africa,60,67,79,68,-1.1148244703797956,0.3445935350963156,0.6388951572799266,0.9492776845968554,1.1111179837289862,96
140,Garland,Dearell,25,gdearell3v@live.com,Portugal,17,78,69,54,1.5227728570171957,-1.1456530714753,1.0154205647312629,0.6146243374217671,0.27743709127999067,87
141,Stavro,Waltering,24,swaltering3w@so-net.ne.jp,United States,15,78,70,54,1.0831733024510304,-1.2149668671297937,1.0154205647312629,0.6480896721392759,0.27743709127999067,111
142,Stephie,Simm,19,ssimm3x@51.la,Sweden,17,49,27,31,-1.1148244703797956,-1.1456530714753,0.02276267235955803,-0.7909197207136036,-1.0921815177433591,101
143,Silva,O'Kenny,25,sokenny3y@wp.com,Indonesia,3,73,20,32,1.5227728570171957,-1.6308496410567561,0.8442726522533828,-1.0251770637361655,-1.0326328825684308,44
144,Sherlocke,Fairfull,20,sfairfull3z@clickbank.net,Canada,18,35,100,51,-0.6752249158136304,-1.1109961736480531,-0.4564514825785064,1.652049713664541,0.0987911857552059,15
145,Norene,Gosnall,25,ngosnall40@trellian.com,Luxembourg,7,30,94,43,1.5227728570171957,-1.4922220497477687,-0.6275993950563865,1.4512577053594877,-0.3775978956442201,60
146,Bendite,Dimnage,20,bdimnage41@imdb.com,Russia,65,28,36,43,-0.6752249158136304,0.5178780242325499,-0.6960585600475386,-0.4897317082560242,-0.3775978956442201,90
147,Mike,Arson,20,marson42@nhs.uk,Brazil,40,2,91,44,-0.6752249158136304,-0.3485444214486219,-1.5860277049325153,1.3508617012069613,-0.31804926046929183,12
148,Alida,Ducker,19,aducker43@nydailynews.com,Russia,49,41,36,42,-1.1148244703797956,-0.03663234100340002,-0.25107398760505023,-0.4897317082560242,-0.43714653081914834,90
149,Claudie,Rushbrooke,24,crushbrooke44@msu.edu,China,50,5,99,51,1.0831733024510304,-0.0019754431761531467,-1.4833389574457874,1.618584378947032,0.0987911857552059,19
150,Arabel,Meekings,23,ameekings45@soup.io,Ukraine,19,84,55,52,0.6435737478848653,-1.0763392758208061,1.220798059704719,0.14610965137664353,0.15833982093013416,109
151,Michelle,Tallant,20,mtallant46@cpanel.net,Philippines,99,96,77,90,-0.6752249158136304,1.6962125503589436,1.6315530496516315,0.8823470151618378,2.421187957577408,85
152,Shep,Grealy,21,sgrealy47@deliciousdays.com,China,94,26,68,62,-0.23562536124746516,1.5229280612227094,-0.7645177250386906,0.5811590027042582,0.7538261726794167,19
153,Harriott,MacGillivrie,24,hmacgillivrie48@hao123.com,Russia,66,1,80,49,1.0831733024510304,0.5525349220597968,-1.6202572874280914,0.9827430193143643,-0.020306084594650598,90
154,Winonah,Heal,20,wheal49@chron.com,Mexico,61,14,98,57,-0.6752249158136304,0.3792504329235625,-1.175272714985603,1.585119044229523,0.45608299680477543,69
