student_id,first_name,last_name,age,email,country,grade_math,grade_science,grade_english,Final_score
126,Rey,Gammon,20,rgammon3h@discovery.com,Russia,94,2,78,58
127,Kristian,Leinweber,20,kleinweber3i@ifeng.com,Poland,35,69,12,38
128,Sharity,Neachell,25,sneachell3j@nps.gov,Vietnam,16,31,25,24
129,Lexis,Pittson,19,lpittson3k@deviantart.com,Peru,9,7,48,21
130,Friedrick,Pember,24,fpember3l@uol.com.br,Latvia,55,52,87,64
131,Jourdain,Whitmell,18,jwhitmell3m@java.com,Portugal,63,14,99,58
132,Drusie,Baughn,21,dbaughn3n@diigo.com,Japan,8,60,42,36
133,Dukey,Greenrod,20,dgreenrod3o@printfriendly.com,China,64,28,97,63
134,Risa,Stent,23,rstent3p@fc2.com,France,42,92,11,48
135,Kessia,Larimer,25,klarimer3q@histats.com,Portugal,86,44,20,50
136,Janis,Hindrich,18,jhindrich3r@domainmarket.com,Finland,37,86,53,58
137,Cherish,Speeding,21,cspeeding3s@bloomberg.com,Brazil,61,3,35,33
138,Bertie,Fishe,25,bfishe3t@devhub.com,Colombia,67,94,70,77
139,Lorenza,Herculson,19,lherculson3u@shareasale.com,South Africa,60,67,79,68
140,Garland,Dearell,25,gdearell3v@live.com,Portugal,17,78,69,54
141,Stavro,Waltering,24,swaltering3w@so-net.ne.jp,United States,15,78,70,54
142,Stephie,Simm,19,ssimm3x@51.la,Sweden,17,49,27,31
143,Silva,O'Kenny,25,sokenny3y@wp.com,Indonesia,3,73,20,32
144,Sherlocke,Fairfull,20,sfairfull3z@clickbank.net,Canada,18,35,100,51
145,Norene,Gosnall,25,ngosnall40@trellian.com,Luxembourg,7,30,94,43
146,Bendite,Dimnage,20,bdimnage41@imdb.com,Russia,65,28,36,43
147,Mike,Arson,20,marson42@nhs.uk,Brazil,40,2,91,44
148,Alida,Ducker,19,aducker43@nydailynews.com,Russia,49,41,36,42
149,Claudie,Rushbrooke,24,crushbrooke44@msu.edu,China,50,5,99,51
150,Arabel,Meekings,23,ameekings45@soup.io,Ukraine,19,84,55,52
151,Michelle,Tallant,20,mtallant46@cpanel.net,Philippines,99,96,77,90
152,Shep,Grealy,21,sgrealy47@deliciousdays.com,China,94,26,68,62
153,Harriott,MacGillivrie,24,hmacgillivrie48@hao123.com,Russia,66,1,80,49
154,Winonah,Heal,20,wheal49@chron.com,Mexico,61,14,98,57
155,Gray,Woolveridge,25,gwoolveridge4a@newsvine.com,Philippines,78,94,34,68
156,Jobie,de Guerre,22,jdeguerre4b@github.com,China,26,1,9,12
157,Augustine,Roberds,22,aroberds4c@archive.org,Poland,20,95,77,64
158,Daile,Stork,21,dstork4d@goo.gl,Peru,94,32,85,70
159,Guillermo,Laurance,21,glaurance4e@ovh.net,Albania,13,5,48,22
160,Ceciley,Egle,19,cegle4f@slate.com,Peru,5,88,47,46
161,Anselm,Pakeman,18,apakeman4g@mail.ru,China,6,40,56,34
162,Kennett,Shovell,23,kshovell4h@phpbb.com,Indonesia,31,54,83,56
163,Kermie,Mabon,24,kmabon4i@unblog.fr,China,50,43,93,62
164,Sebastien,Gaylord,23,sgaylord4j@squarespace.com,Reunion,78,41,10,43
165,Laird,Lumby,25,llumby4k@sfgate.com,Guatemala,91,33,83,69
166,Giustina,Tagg,23,gtagg4l@sina.com.cn,Portugal,34,13,38,28
167,Horatius,Oscroft,25,hoscroft4m@ycombinator.com,China,88,89,14,63
168,Belvia,Baraja,25,bbaraja4n@unblog.fr,Indonesia,54,56,0,36
169,Poul,Farraway,21,pfarraway4o@sciencedaily.com,Czech Republic,83,41,76,66
170,Montgomery,Whisby,25,mwhisby4p@ifeng.com,Brazil,73,41,65,59
171,Woody,Croker,24,wcroker4q@rakuten.co.jp,Argentina,19,2,90,37
172,Cassie,Dawber,23,cdawber4r@timesonline.co.uk,Poland,8,43,47,32
173,Claresta,Casterton,24,ccasterton4s@sciencedirect.com,Panama,30,48,40,39
174,Velvet,Barlass,19,vbarlass4t@marriott.com,China,24,25,20,23
175,Moyra,Foulkes,24,mfoulkes4u@wunderground.com,Iraq,55,45,14,38
176,Roxi,Milham,23,rmilham4v@ox.ac.uk,Portugal,68,28,20,38
177,Nady,Oats,18,noats4w@wired.com,Poland,15,30,81,42
178,Carline,Timbrell,25,ctimbrell4x@parallels.com,Indonesia,77,69,96,80
179,Burke,Aire,21,baire4y@businessweek.com,Brazil,31,31,14,25
180,Fanchon,Leonarde,24,fleonarde4z@123-reg.co.uk,China,56,75,24,51
181,Spense,Offer,25,soffer50@army.mil,Indonesia,89,35,33,52
182,Vaclav,Danat,19,vdanat51@senate.gov,Sri Lanka,44,64,79,62
183,Terence,Rooson,20,trooson52@businessinsider.com,Vietnam,86,91,99,92
184,Gayel,Bilney,21,gbilney53@foxnews.com,United States,6,35,16,19
185,Amandie,Pittson,19,apittson54@zdnet.com,Peru,41,87,14,47
186,Sher,Copestake,20,scopestake55@live.com,Nigeria,30,22,7,19
187,Loreen,Flux,20,lflux56@marketwatch.com,China,82,75,72,76
188,Harwilll,MattiCCI,19,hmatticci57@parallels.com,Japan,98,87,26,70
189,Berthe,Rasell,22,brasell58@tinyurl.com,China,65,44,66,58
190,Lauritz,Proby,21,lproby59@google.ru,Togo,5,51,24,26
191,Isidro,Sprigg,19,isprigg5a@tripod.com,France,39,51,41,43
192,Normie,Petegree,21,npetegree5b@engadget.com,Brazil,82,37,14,44
193,Poppy,Cornell,23,pcornell5c@foxnews.com,Israel,23,54,75,50
194,Mendel,Stolz,24,mstolz5d@smh.com.au,South Africa,37,39,36,37
195,Abbe,Craig,21,acraig5e@goo.gl,Croatia,27,52,96,58
196,Foster,Dunrige,18,fdunrige5f@telegraph.co.uk,Belarus,35,28,21,28
197,Fredericka,Quarles,19,fquarles5g@dmoz.org,Poland,2,88,70,53
198,Tanya,Guyer,18,tguyer5h@oakley.com,Poland,45,24,45,38
199,Amata,Funnell,21,afunnell5i@posterous.com,Indonesia,82,2,80,54
200,Hillery,Nowlan,23,hnowlan5j@altervista.org,Argentina,22,83,60,55
201,Dannel,Sallery,18,dsallery5k@wordpress.org,Indonesia,17,2,21,13
202,Tarrah,Jerzycowski,23,tjerzycowski5l@nydailynews.com,Chad,66,26,61,51
203,Quinn,Mellon,25,qmellon5m@issuu.com,China,56,4,8,22
204,Conny,Ducker,19,cducker5n@state.tx.us,Ireland,95,21,29,48
205,Yovonnda,Gillebride,18,ygillebride5o@microsoft.com,China,62,51,97,70
206,Ina,Liles,23,ililes5p@1und1.de,Swaziland,17,21,75,37
207,Brandon,Arden,25,barden5q@berkeley.edu,Iran,24,94,96,71
208,Guthry,Twinterman,25,gtwinterman5r@gravatar.com,Niger,74,6,44,41
209,Alaric,Wasling,25,awasling5s@diigo.com,Portugal,34,31,17,27
210,Gerardo,Laugherane,23,glaugherane5t@moonfruit.com,Brazil,8,14,44,22
211,Editha,Abercrombie,25,eabercrombie5u@woothemes.com,Indonesia,73,34,7,38
212,Jerrie,Queyeiro,19,jqueyeiro5v@aol.com,Indonesia,23,70,19,37
213,Toiboid,Menary,20,tmenary5w@paginegialle.it,Russia,50,91,69,70
214,Therese,Aloshechkin,19,taloshechkin5x@myspace.com,Ukraine,6,92,61,53
215,Sanson,Bilbrooke,22,sbilbrooke5y@icq.com,China,73,33,52,52
216,Isobel,Shadrack,20,ishadrack5z@google.co.uk,Brazil,72,15,21,36
217,Cassandry,Lauridsen,19,clauridsen60@i2i.jp,Indonesia,17,12,66,31
218,Ed,Doree,24,edoree61@theatlantic.com,Poland,29,23,20,24
219,Farrah,Fryman,23,ffryman62@utexas.edu,Canada,47,73,82,67
220,Mattie,Kitney,24,mkitney63@examiner.com,China,51,84,64,66
221,Joete,Ousbie,19,jousbie64@hubpages.com,Poland,41,32,29,34
222,Tobe,Baxstair,20,tbaxstair65@cnbc.com,China,98,61,46,68
223,Winthrop,Simukov,20,wsimukov66@soundcloud.com,Russia,47,38,100,61
224,Dulsea,Blay,22,dblay67@noaa.gov,Poland,17,6,6,9
225,Nickie,Smyth,22,nsmyth68@mapy.cz,China,93,56,78,75
226,Broddy,Udell,21,budell69@google.ru,China,47,48,93,62
227,Kelsy,Davidavidovics,18,kdavidavidovics6a@google.pl,Indonesia,65,52,72,63
228,Harris,Foggarty,22,hfoggarty6b@infoseek.co.jp,Russia,65,10,10,28
229,Benedikt,Hateley,21,bhateley6c@guardian.co.uk,Sweden,56,38,94,62
230,Antons,McCleod,19,amccleod6d@utexas.edu,China,80,32,85,65
231,Bernetta,Sexti,20,bsexti6e@domainmarket.com,France,20,31,66,39
232,Gaylord,Crumley,25,gcrumley6f@upenn.edu,Peru,99,88,84,90
233,Vassily,Levee,24,vlevee6g@weebly.com,Sweden,25,24,9,19
234,Kristina,Twells,21,ktwells6h@google.com.hk,Argentina,60,74,60,64
235,Heda,Johnsee,19,hjohnsee6i@state.gov,China,54,48,22,41
236,Mikel,Tearny,24,mtearny6j@auda.org.au,Russia,65,33,31,43
237,Hermia,Scimoni,18,hscimoni6k@imageshack.us,China,51,13,86,50
238,Auberon,Rogeron,20,arogeron6l@apple.com,China,24,88,61,57
239,Wolf,Maffulli,21,wmaffulli6m@51.la,Portugal,32,92,10,44
240,Kendricks,Aldwich,24,kaldwich6n@moonfruit.com,Czech Republic,57,13,37,35
241,Vicki,Davidovics,19,vdavidovics6o@amazon.com,China,32,57,92,60
242,Chilton,Caff,20,ccaff6p@parallels.com,Brazil,9,1,47,19
243,Addy,Bolam,20,abolam6q@cyberchimps.com,China,8,20,53,27
244,Allegra,Doeg,23,adoeg6r@cyberchimps.com,Luxembourg,42,83,8,44
245,Sigismund,Showte,25,sshowte6s@about.me,Sweden,10,78,68,52
246,Lancelot,Northedge,18,lnorthedge6t@nymag.com,China,73,88,61,74
247,Angelia,Probin,21,aprobin6u@virginia.edu,Mauritius,34,10,91,45
248,Lamont,Pettegre,18,lpettegre6v@comcast.net,Philippines,59,86,98,81
249,Gerrie,McInteer,21,gmcinteer6w@springer.com,Brazil,68,32,5,35
250,Carmita,Ewestace,22,cewestace6x@etsy.com,South Korea,30,60,68,52
251,Arv,Sallier,24,asallier6y@cargocollective.com,Philippines,8,97,30,45
252,Gwenneth,Poytress,24,gpoytress6z@sourceforge.net,Czech Republic,90,54,99,81
253,Tammie,Ferroni,22,tferroni70@miibeian.gov.cn,Sweden,60,23,29,37
254,Blake,Minci,22,bminci71@senate.gov,China,64,95,71,76
255,Oralia,Hankinson,19,ohankinson72@example.com,Indonesia,91,24,62,59
256,Caryl,Cannon,19,ccannon73@skyrock.com,Portugal,2,34,71,35
257,Freddy,Pilfold,20,fpilfold74@auda.org.au,Cuba,56,69,71,65
258,Brock,Farenden,19,bfarenden75@istockphoto.com,China,83,70,95,82
259,Yardley,Highwood,23,yhighwood76@statcounter.com,Finland,3,79,46,42
260,Phylis,Cranstone,20,pcranstone77@cdc.gov,Russia,81,41,25,49
261,Merola,Jeary,18,mjeary78@google.com,Indonesia,94,13,5,37
262,Jude,Van der Hoeven,23,jvanderhoeven79@google.co.jp,Indonesia,78,27,88,64
263,Hurley,Frantsev,22,hfrantsev7a@networkadvertising.org,Philippines,31,70,53,51
264,Marris,Driver,23,mdriver7b@free.fr,Brazil,1,68,62,43
265,Cari,Gladman,21,cgladman7c@bigcartel.com,Portugal,77,94,61,77
266,Amalee,Sancraft,20,asancraft7d@last.fm,Azerbaijan,44,49,85,59
267,Aprilette,Tejero,23,atejero7e@e-recht24.de,China,17,27,1,15
268,Winonah,Simao,21,wsimao7f@nhs.uk,China,21,52,26,33
269,Justinian,Hearons,20,jhearons7g@etsy.com,China,93,23,75,63
270,Stacee,Standell,20,sstandell7h@xrea.com,Indonesia,16,85,84,61
271,Chet,Worlock,25,cworlock7i@japanpost.jp,Indonesia,18,65,62,48
272,Karlan,Layborn,23,klayborn7j@deviantart.com,Afghanistan,37,98,18,51
273,Roselle,Filipson,21,rfilipson7k@rambler.ru,Philippines,67,41,55,54
274,Konrad,Powderham,21,kpowderham7l@themeforest.net,Estonia,70,25,85,60
275,Angy,Lashbrook,20,alashbrook7m@google.fr,United States,35,69,66,56
276,Jerad,Peatt,22,jpeatt7n@census.gov,Philippines,82,18,51,50
277,Hally,Loveman,18,hloveman7o@arizona.edu,Taiwan,32,71,52,51
278,Mickey,Bryceson,21,mbryceson7p@unc.edu,Peru,57,21,51,43
279,Arthur,Don,22,adon7q@tripadvisor.com,China,38,33,87,52
280,Dix,Zink,18,dzink7r@japanpost.jp,Somalia,35,18,26,26
281,Pearline,Studdert,24,pstuddert7s@g.co,Russia,53,43,33,43
282,Horacio,Trayes,20,htrayes7t@zdnet.com,United States,26,34,6,22
283,Waneta,Ickov,20,wickov7u@fema.gov,Philippines,0,40,18,19
284,Margaretta,Lissemore,22,mlissemore7v@youtube.com,China,9,96,89,64
285,Stanislaus,Bennison,19,sbennison7w@ocn.ne.jp,Philippines,96,71,12,59
286,Lil,Crips,21,lcrips7x@vistaprint.com,Colombia,18,3,64,28
287,Andreana,Beale,23,abeale7y@free.fr,Indonesia,72,5,35,37
288,Grata,Garnett,23,ggarnett7z@about.me,Argentina,16,49,48,37
289,Josephina,Grayshan,20,jgrayshan80@home.pl,Philippines,69,92,11,57
290,Casar,Chantillon,20,cchantillon81@privacy.gov.au,Sweden,84,47,34,55
291,Lucilia,Le-Good,23,llegood82@hao123.com,Albania,0,3,95,32
292,Ardine,Benoit,22,abenoit83@wikia.com,Colombia,59,45,86,63
293,Marylou,Antosik,21,mantosik84@admin.ch,Ukraine,61,25,18,34
294,Bron,Simmank,24,bsimmank85@state.gov,Ukraine,38,37,98,57
295,Timotheus,Florio,21,tflorio86@google.com.au,Brazil,53,8,27,29
296,Ty,Merrall,19,tmerrall87@ucoz.com,France,36,86,46,56
297,Jobi,Philpot,19,jphilpot88@opera.com,Croatia,60,39,4,34
298,Giulio,Endon,20,gendon89@posterous.com,Poland,31,24,44,33
299,Alma,Collopy,24,acollopy8a@smh.com.au,Indonesia,7,69,67,47
300,Doroteya,Jantet,19,djantet8b@answers.com,Israel,79,1,100,60
301,Benyamin,Troup,24,btroup8c@disqus.com,France,27,46,80,51
302,Babara,Beldon,18,bbeldon8d@elegantthemes.com,United States,38,13,38,29
303,Moyra,Wagen,23,mwagen8e@plala.or.jp,Portugal,64,14,45,41
304,Gleda,Scorton,24,gscorton8f@reuters.com,Spain,98,14,88,66
305,Fritz,Tupp,24,ftupp8g@etsy.com,France,82,25,97,68
306,Camila,Scotter,24,cscotter8h@sitemeter.com,Japan,94,90,6,63
307,Ciel,Fippe,22,cfippe8i@nasa.gov,Indonesia,84,24,5,37
308,Jeramie,Parriss,25,jparriss8j@exblog.jp,China,49,4,50,34
309,Giuditta,Havik,22,ghavik8k@google.com.au,Albania,34,54,83,57
310,Kylen,Dean,24,kdean8l@businessweek.com,Japan,15,57,2,24
311,Benoit,Calderonello,25,bcalderonello8m@discuz.net,China,89,33,21,47
312,Samara,Hemphall,19,shemphall8n@epa.gov,Philippines,58,0,61,39
313,Engelbert,Turney,19,eturney8o@ted.com,Mexico,51,86,84,73
314,Donaugh,Anstice,23,danstice8p@hhs.gov,China,54,19,58,43
315,Cole,Deverick,18,cdeverick8q@washingtonpost.com,Dominican Republic,37,38,42,39
316,Peria,Stoves,22,pstoves8r@unicef.org,Costa Rica,32,72,33,45
317,Meryl,Klugel,20,mklugel8s@ebay.co.uk,China,82,1,19,34
318,Dewain,Siehard,22,dsiehard8t@irs.gov,China,10,89,16,38
319,Marianne,Mulbry,19,mmulbry8u@exblog.jp,Chile,37,42,43,40
320,Babbie,Laydel,22,blaydel8v@utexas.edu,Poland,87,35,22,48
321,Desiree,Hamlett,22,dhamlett8w@chron.com,Ethiopia,21,74,85,60
322,Annadiane,Antonov,18,aantonov8x@globo.com,Indonesia,26,17,46,29
323,Stanford,Greader,23,sgreader8y@skype.com,China,36,87,25,49
324,Jerrie,Rackstraw,23,jrackstraw8z@bluehost.com,Brazil,70,61,63,64
325,Byrom,Verheijden,21,bverheijden90@bandcamp.com,Poland,40,28,48,38
326,Nikolai,Headingham,21,nheadingham91@imdb.com,Poland,14,67,30,37
327,Minerva,McKenney,22,mmckenney92@example.com,Sweden,11,62,31,34
328,Isabelle,Johnsson,25,ijohnsson93@typepad.com,Russia,8,7,57,24
329,Braden,Newcomen,24,bnewcomen94@soundcloud.com,Brazil,60,72,35,55
330,Willie,Kilpatrick,22,wkilpatrick95@hp.com,Portugal,9,3,78,30
331,Nettie,Sparsholt,25,nsparsholt96@printfriendly.com,Czech Republic,76,87,59,74
332,Olympe,Hartill,22,ohartill97@vistaprint.com,Portugal,71,91,87,83
333,Lorrie,Dace,25,ldace98@netlog.com,Serbia,49,100,74,74
334,Antonetta,Atkins,23,aatkins99@xing.com,Ukraine,67,3,82,50
335,Mandel,Whyte,23,mwhyte9a@blogspot.com,Mauritius,11,49,69,43
336,Inger,Twiddell,18,itwiddell9b@tumblr.com,France,9,9,89,35
337,Dede,Melmar,23,dmelmar9c@yellowbook.com,Mexico,98,10,78,62
338,Ebenezer,Isakovitch,23,eisakovitch9d@ucoz.com,Colombia,34,43,15,30
339,Zuzana,Meek,21,zmeek9e@earthlink.net,Georgia,64,91,26,60
340,Kelly,Roseby,20,kroseby9f@tamu.edu,Peru,68,36,66,56
341,Rachele,Ianitti,25,rianitti9g@europa.eu,Philippines,89,47,89,75
342,Rodrique,Madgewick,20,rmadgewick9h@woothemes.com,Philippines,69,44,92,68
343,Helsa,Cockill,21,hcockill9i@opera.com,Venezuela,98,58,6,54
